AracID;DepoSeviyesi;DepoSıcaklığı;MotorYağBasıncı;MotorYağSeviyesi;Fren_ArkaSağ2;Fren_ArkaSol2;Fren_ArkaSol1;Fren_ÖnSağ;Fren_ÖnSol;Fren_ArkaSol3;Fren_ArkaSağ3;Fren_ArkaSağ1;YardımcıBasınç;Frenİkincil;FrenBirincil;KompresörDurumu;İçSıcaklık_Ön;İçSıcaklık_Arka;AraçHızı;RetarderTorkYüzdesi;YakıtTüketim;FrenPedalı;MotorYükYüzdesi;GazPedalı;TurboÇıkış;MotorTorkYüzdesi;SürücüTork;MotorHız;OrtamSıcaklığı;EgzozSıcaklığı;HavaGiriş;VitesSeçili;VitesAktif;DPF_Çıkış;ŞarjVolt;AküVolt;ŞanzımanYağ;SürüşModu;DepoSeviye;HavaGirişSıcaklığı;ToplamYakıt;OdoYüksek;YokuşKalkış;DurmaFren;MotorÇalışmaSüresi;ÖnAksAğırlığı;MotorAlarm;SoğutucuSıcaklığı;YakıtMotorSıcaklığı;MotorYağSıcaklığı;HavaDebisi;TurboTürbin;FrenAlarm;AksAlarm;SanzımanAlarm
Araç 49;0.330233;0.954545;0.804598;1.000000;0.555556;0.586538;0.408377;0.544218;0.500000;0.484305;0.484305;0.405000;0.444000;0.753521;0.746479;1.000000;0.880000;0.880000;0.861976;1.000000;0.682432;0.000000;0.540000;0.640000;0.852723;0.376000;0.394231;0.867371;0.802310;0.571557;0.783019;;1.000000;0.172214;0.880597;0.880597;0.942063;0.000000;0.465863;0.395884;0.480673;0.000330;0.000000;0.000000;0.506743;0.082054;;0.929412;0.468750;0.994664;;;;;
Araç 41;0.488372;0.250000;0.827586;1.000000;0.693122;0.687500;0.591623;0.632653;0.692308;0.681614;0.641256;0.635000;0.452000;0.767606;0.767606;1.000000;0.680000;0.680000;0.217222;1.000000;0.031250;0.000000;0.040000;0.088000;0.691511;0.032000;0.028846;0.507475;0.784647;0.365058;0.066038;;0.400000;0.072448;0.649254;0.649254;0.768252;0.000000;0.927711;0.304901;0.784504;0.308171;0.000000;0.000000;0.795511;0.211656;;0.870588;0.265625;0.716091;;;;;
Araç 35;0.688372;0.818182;0.873563;1.000000;0.439153;0.394231;0.821990;0.530612;0.681319;0.390135;0.632287;1.000000;0.476000;0.823944;0.823944;1.000000;0.840000;0.840000;0.709505;1.000000;0.565878;0.000000;0.640000;0.876000;0.917679;0.496000;0.759615;0.717048;0.819293;0.699353;0.650943;;1.000000;0.161947;0.880597;0.880597;0.942063;1.000000;0.590361;0.407257;0.589095;0.190843;0.000000;0.000000;0.613928;0.270115;;0.941176;0.453125;0.844707;;;;;
Araç 50;0.837209;0.522727;0.655172;1.000000;0.820106;0.629808;0.397906;0.605442;0.681319;0.699552;0.659193;0.525000;0.444000;0.753521;0.753521;1.000000;0.800000;0.800000;0.000000;1.000000;0.046453;0.000000;0.180000;0.020000;0.701372;0.080000;0.000000;0.308600;0.841033;0.482984;0.028302;;0.000000;0.160097;0.910448;0.910448;0.874414;0.000000;0.477912;0.437585;0.827531;0.640666;0.000000;0.166667;0.830613;0.079030;;0.858824;0.453125;0.761865;;;;;
Araç 56;0.818605;0.840909;0.827586;1.000000;0.793651;0.759615;0.649215;0.659864;0.692308;0.690583;0.632287;0.610000;0.436000;0.753521;0.746479;1.000000;0.880000;0.880000;0.452320;1.000000;0.737331;0.000000;0.990000;1.000000;0.859797;0.792000;1.000000;0.542175;0.834918;0.821381;0.726415;;0.800000;0.212792;0.843284;0.843284;0.946417;0.000000;0.510040;0.364744;0.931108;0.806535;0.000000;0.000000;0.926198;0.127342;;0.929412;0.531250;0.834878;;;;;
Araç 57;0.762791;0.795455;0.816092;1.000000;0.735450;0.740385;0.738220;0.680272;0.752747;0.367713;0.515695;1.000000;0.016000;0.823944;0.830986;1.000000;0.760000;0.760000;0.450969;1.000000;0.935811;0.000000;0.990000;1.000000;0.784122;0.760000;0.961538;0.755040;0.737092;0.594757;0.745283;;0.600000;0.164614;0.858209;0.858209;0.945077;1.000000;0.481928;0.371784;0.550585;0.128086;0.000000;0.000000;0.576095;0.132968;;0.941176;0.453125;0.822241;;;;;
Araç 58;0.869767;0.659091;0.586207;1.000000;1.000000;0.990385;0.900524;1.000000;1.000000;0.883408;0.883408;0.870000;0.472000;0.802817;0.816901;1.000000;0.800000;0.800000;0.000104;1.000000;0.047297;0.277778;0.200000;0.000000;0.722167;0.088000;0.000000;0.305308;0.795516;0.496058;0.084906;;0.000000;0.266956;0.873134;0.873134;0.909913;0.000000;0.530120;0.255619;0.962801;0.918445;0.166667;0.166667;0.960591;0.115178;;0.894118;0.453125;0.832070;;;;;
Araç 59;0.832558;0.818182;0.574713;1.000000;0.693122;0.826923;0.717277;0.734694;0.752747;0.775785;0.699552;0.740000;0.428000;0.725352;0.732394;1.000000;0.800000;0.800000;0.000208;1.000000;0.047297;0.537037;0.210000;0.000000;0.710304;0.080000;0.000000;0.301330;0.764946;0.583029;0.028302;;0.000000;0.173448;0.917910;0.917910;0.949431;0.000000;0.546185;0.467100;0.987170;0.947862;0.166667;0.166667;0.986776;0.121049;;0.976471;0.500000;0.864364;;;;;
Araç 51;0.609302;0.727273;0.643678;1.000000;0.529101;0.552885;0.764398;0.469388;0.510989;0.856502;0.856502;1.000000;0.448000;0.760563;0.760563;1.000000;0.800000;0.800000;0.000000;1.000000;0.054899;0.000000;0.250000;0.000000;0.689224;0.096000;0.000000;0.302565;1.000000;0.451195;0.037736;;;0.152424;0.843284;0.843284;0.844608;0.000000;0.538153;0.424587;0.934819;0.877920;0.000000;0.166667;0.944481;0.067517;;0.847059;0.453125;0.761865;;;;;
Araç 55;0.869767;0.681818;0.931034;1.000000;0.783069;0.783654;0.764398;1.000000;0.989011;0.955157;0.982063;0.785000;0.468000;0.795775;0.795775;1.000000;0.720000;0.720000;0.146963;1.000000;0.431588;0.000000;0.540000;0.700000;0.725382;0.432000;0.519231;0.627486;0.775815;0.423252;0.103774;;0.200000;0.148016;0.850746;0.850746;0.960147;0.000000;0.477912;0.395884;0.951441;0.919909;0.000000;0.000000;0.974153;0.073257;;0.952941;0.515625;0.815782;;;;;
Araç 43;;;0.022989;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.324074;0.000000;0.000000;;0.000000;0.000000;0.000000;;0.490354;0.009434;;;0.142974;;;;0.000000;0.425703;;;0.790285;0.000000;0.166667;0.902827;1.000000;;;;;;;;;
Araç 21;0.665116;0.772727;0.839080;1.000000;0.783069;0.783654;0.738220;0.945578;0.989011;0.847534;0.730942;0.720000;0.476000;0.823944;0.823944;1.000000;0.840000;0.840000;0.771969;1.000000;0.000000;0.000000;0.000000;0.000000;0.714378;0.000000;0.000000;0.775477;0.802310;0.687047;0.047170;;1.000000;0.276878;0.910448;0.910448;0.934360;0.000000;0.469880;0.240996;0.973573;0.945903;0.000000;0.000000;0.979575;0.111243;;0.941176;0.468750;0.844707;;;;;
Araç 61;;;;;;;;;;;;;;;;;;;;1.000000;;;;;;;;;;;;;;;;;;0.000000;;;;;;;;;;;;;;;;;
Araç 23;0.725581;0.636364;0.620690;1.000000;0.783069;0.889423;0.308901;0.394558;0.478022;0.085202;0.183857;0.295000;0.476000;0.816901;0.816901;1.000000;0.720000;0.720000;0.000000;1.000000;0.050676;0.000000;0.210000;0.000000;0.662927;0.088000;0.000000;0.301742;0.860734;0.342050;0.028302;;;0.140471;0.925373;0.925373;0.802746;1.000000;0.582329;0.434877;0.919739;0.851996;0.000000;0.166667;0.934561;0.097145;;0.894118;0.515625;0.728728;;;;;
Araç 62;0.897674;0.568182;0.781609;1.000000;0.645503;0.596154;0.492147;0.455782;0.609890;0.318386;0.242152;0.500000;0.468000;0.802817;0.802817;1.000000;0.760000;0.760000;0.937224;1.000000;0.800676;0.000000;0.880000;0.968000;0.922038;0.536000;0.644231;0.945412;0.784647;0.803948;0.622642;;1.000000;0.195215;0.873134;0.873134;0.909913;0.000000;0.975904;0.333604;0.922691;0.816731;0.000000;0.000000;0.928300;0.114138;;0.952941;0.359375;0.803426;;;;;
Araç 31;;;;;;;;;;;;;;;;;;;0.000000;1.000000;;0.537037;;;;;;;;;;;;1.000000;;;;0.000000;;;;;;;;;;;;;;;;;
Araç 54;0.809302;0.659091;0.770115;1.000000;0.624339;0.471154;0.376963;0.414966;0.543956;0.165919;0.000000;0.535000;0.452000;0.767606;0.767606;1.000000;0.600000;0.600000;0.225537;0.597561;0.000000;0.305556;0.000000;0.000000;0.758754;0.000000;0.000000;0.443149;0.802310;0.592899;0.075472;;0.600000;0.185220;0.925373;0.925373;0.955794;0.000000;0.947791;0.344977;0.489683;0.063491;0.000000;0.000000;0.527618;0.261773;;0.917647;0.375000;0.782645;;;;;
Araç 63;0.451163;0.863636;0.827586;1.000000;0.534392;0.625000;0.329843;0.414966;0.500000;0.591928;0.493274;0.490000;0.436000;0.732394;0.732394;1.000000;0.800000;0.800000;0.760276;1.000000;0.000000;0.074074;0.000000;0.000000;0.747749;0.000000;0.000000;0.761761;0.815217;0.687047;0.084906;;1.000000;0.217327;1.000000;1.000000;0.942063;0.000000;0.457831;0.449770;0.920235;0.838775;0.000000;0.000000;0.927555;0.107194;;0.952941;0.484375;0.854535;;;;;
Araç 16;;;0.022989;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000500;0.000000;0.000000;0.000000;;0.107031;0.018868;;;0.059442;0.492537;0.492537;;1.000000;0.795181;0.500948;0.943071;;1.000000;1.000000;0.952411;1.000000;;0.623529;0.890625;0.480764;;;;;
Araç 69;;;0.022989;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;0.021727;0.000000;;;1.000000;0.485075;0.485075;;0.000000;0.000000;;0.948244;0.933255;1.000000;1.000000;0.964938;1.000000;;;;;;;;;
Araç 5;0.502326;0.863636;0.862069;1.000000;0.624339;0.572115;0.591623;0.857143;0.857143;0.659193;0.739910;0.685000;0.492000;0.838028;0.830986;1.000000;0.800000;0.800000;0.850335;1.000000;0.745777;0.000000;0.720000;1.000000;0.915392;0.504000;0.605769;0.856124;0.819293;0.760879;0.500000;;1.000000;0.151209;0.865672;0.865672;0.912927;1.000000;0.417671;0.375305;0.999921;0.973081;0.000000;0.000000;0.999924;0.115568;;0.941176;0.531250;0.785454;;;;;
Araç 9;0.986047;0.295455;0.724138;1.000000;0.301587;0.355769;0.068063;0.000000;0.252747;0.838565;0.789238;0.000000;0.000000;0.718310;0.725352;1.000000;0.720000;0.720000;0.013304;1.000000;0.107264;0.370370;0.480000;0.000000;0.674861;0.200000;0.000000;0.297764;0.856658;0.373838;0.047170;;;0.074879;0.925373;0.925373;0.620563;0.000000;0.827309;0.257243;0.954359;0.906436;0.000000;0.000000;0.957530;0.116186;;0.717647;0.234375;0.602078;;;;;
Araç 1;0.553488;0.886364;0.919540;1.000000;0.544974;0.552885;0.287958;0.292517;0.307692;0.896861;0.874439;0.340000;0.468000;0.788732;0.802817;1.000000;0.840000;0.840000;0.969391;0.390244;0.000000;0.212963;0.000000;0.000000;0.765614;0.000000;0.000000;0.975038;0.802310;0.434532;0.150943;;1.000000;0.153295;0.947761;0.947761;0.946417;0.000000;0.405622;0.459247;0.955406;0.883402;0.000000;0.000000;0.969285;0.114934;;0.929412;0.515625;0.864364;;;;;
Araç 10;0.381395;0.886364;0.862069;1.000000;0.751323;0.730769;0.649215;0.945578;0.928571;0.883408;0.856502;0.700000;0.452000;0.767606;0.767606;1.000000;0.840000;0.840000;0.771086;1.000000;0.951014;0.000000;0.990000;1.000000;0.958840;0.752000;0.951923;0.779454;0.804348;0.771134;0.839623;;1.000000;0.172160;0.843284;0.843284;0.895847;0.000000;0.405622;0.292987;0.989722;0.953293;0.000000;0.000000;0.992333;0.135212;;0.964706;0.531250;0.841898;;;;;
Araç 13;0.609302;0.795455;0.896552;1.000000;0.597884;0.596154;0.492147;0.346939;0.521978;0.457399;0.565022;0.425000;0.468000;0.795775;0.795775;1.000000;0.840000;0.840000;0.956348;0.512195;0.000000;0.379630;0.000000;0.000000;0.736601;0.000000;0.000000;0.961871;0.628397;0.417740;0.103774;;1.000000;0.167861;0.902985;0.902985;0.915271;0.000000;1.000000;0.488763;0.933421;0.848321;0.000000;0.000000;0.933502;0.251903;;0.929412;0.406250;0.793316;;;;;
Araç 14;0.567442;0.772727;0.758621;1.000000;1.000000;0.980769;0.821990;0.755102;0.835165;0.825112;0.825112;0.850000;0.456000;0.781690;0.781690;1.000000;0.880000;0.880000;0.764642;1.000000;0.940034;0.000000;0.990000;1.000000;0.913106;0.744000;0.894231;0.774379;0.867527;0.676793;0.641509;;1.000000;0.131292;0.850746;0.850746;0.914267;0.000000;0.477912;0.308421;0.951655;0.927948;0.000000;0.000000;0.973715;0.006570;;0.905882;0.531250;0.844707;;;;;
Araç 20;0.660465;0.727273;0.827586;1.000000;0.666667;0.711538;0.476440;0.632653;0.703297;0.659193;0.614350;0.525000;0.488000;0.830986;0.830986;1.000000;0.840000;0.840000;0.956815;0.439024;0.105574;0.000000;0.070000;0.232000;0.889810;0.040000;0.067308;0.953779;0.804348;0.666538;0.226415;;1.000000;0.179016;0.589552;0.589552;0.957133;1.000000;0.506024;0.344977;0.928854;0.804012;0.000000;0.000000;0.938841;0.170710;;0.964706;0.437500;0.844707;;;;;
Araç 2;0.688372;0.840909;0.850575;1.000000;0.830688;0.802885;0.717277;0.721088;0.785714;0.847534;0.838565;0.700000;0.488000;0.830986;0.830986;1.000000;0.800000;0.800000;0.224549;0.792683;0.000000;0.231481;0.000000;0.000000;0.778619;0.000000;0.000000;0.483747;0.704484;0.558034;0.066038;;0.400000;0.166482;0.925373;0.925373;0.915271;0.000000;0.453815;0.376117;0.874636;0.777305;0.000000;0.000000;0.897254;0.208046;;0.894118;0.562500;0.822241;;;;;
Araç 29;0.562791;0.795455;0.597701;1.000000;0.634921;0.634615;0.628272;0.340136;0.478022;0.475336;0.448430;0.600000;0.468000;0.795775;0.795775;1.000000;0.760000;0.760000;0.000052;1.000000;0.056588;0.000000;0.260000;0.000000;0.697728;0.104000;0.000000;0.302428;0.795516;0.432737;0.037736;;0.000000;0.141577;0.895522;0.895522;0.882117;0.000000;0.506024;0.460872;0.922998;0.846346;0.166667;0.166667;0.923559;0.113146;;0.917647;0.500000;0.848357;;;;;
Araç 24;0.367442;0.772727;0.827586;1.000000;0.809524;0.826923;0.638743;0.619048;0.642857;0.340807;0.466368;0.685000;0.436000;0.746479;0.746479;1.000000;0.760000;0.760000;0.333628;1.000000;0.440034;0.000000;0.560000;0.704000;0.779548;0.448000;0.538462;0.552050;0.826087;0.558034;0.301887;;0.600000;0.121950;0.843284;0.843284;0.812458;0.000000;1.000000;0.288654;0.885818;0.804389;0.000000;0.000000;0.893118;0.217575;;0.870588;0.328125;0.749509;;;;;
Araç 27;0.144186;0.863636;0.885057;1.000000;0.428571;0.634615;0.329843;0.442177;0.560440;0.600897;0.582960;0.405000;0.464000;0.802817;0.802817;1.000000;0.840000;0.840000;0.138284;1.000000;0.715372;0.000000;0.800000;1.000000;0.703158;0.536000;0.913462;0.818818;0.769701;0.588989;0.349057;;0.000000;0.162183;0.858209;0.858209;0.893838;1.000000;0.409639;0.377742;0.865042;0.688059;0.000000;0.000000;0.858936;0.123162;;0.929412;0.546875;0.832070;;;;;
Araç 28;0.311628;0.909091;0.862069;1.000000;0.751323;0.634615;0.649215;0.571429;0.670330;0.448430;0.318386;0.600000;0.472000;0.823944;0.823944;1.000000;0.840000;0.840000;0.863535;1.000000;0.828547;0.000000;0.860000;0.876000;0.875590;0.600000;0.721154;0.870937;0.775815;0.974941;0.490566;;1.000000;0.208856;0.858209;0.858209;0.860683;1.000000;0.883534;0.272136;0.906833;0.819488;0.000000;0.000000;0.914574;0.083810;;0.917647;0.421875;0.822241;;;;;
Araç 26;0.609302;0.750000;0.793103;1.000000;0.714286;0.697115;0.272251;0.544218;0.642857;0.591928;0.475336;0.350000;0.488000;0.830986;0.830986;1.000000;0.800000;0.800000;0.948137;1.000000;0.564189;0.000000;0.670000;1.000000;0.953837;0.368000;0.442308;0.955424;0.791440;0.668589;0.660377;;1.000000;0.181103;0.880597;0.880597;0.949431;0.000000;0.923695;0.584890;0.815738;0.651628;0.000000;0.000000;0.831067;0.141521;;0.976471;0.578125;0.897782;;;;;
Araç 6;0.558140;0.772727;0.862069;1.000000;0.910053;0.937500;0.863874;0.823129;0.835165;0.856502;0.905830;0.885000;0.432000;0.746479;0.753521;1.000000;0.840000;0.840000;0.907447;1.000000;0.331926;0.000000;0.380000;1.000000;0.763756;0.248000;0.298077;0.913866;0.802310;0.546305;0.207547;;1.000000;0.141740;0.895522;0.895522;0.875419;0.000000;0.489960;0.311942;0.868946;0.755509;0.000000;0.000000;0.895089;0.262521;;0.870588;0.453125;0.803426;;;;;
Araç 30;0.869767;0.681818;0.620690;1.000000;0.862434;0.899038;0.628272;0.482993;0.560440;0.493274;0.730942;0.700000;0.448000;0.767606;0.781690;1.000000;0.760000;0.760000;0.000000;1.000000;0.044764;0.000000;0.210000;0.000000;0.683507;0.088000;0.000000;0.302153;0.878397;0.361533;0.018868;;;0.144479;0.932836;0.932836;0.868051;0.000000;0.417671;0.402112;0.914688;0.824610;0.000000;0.166667;0.923332;0.091014;;0.882353;0.562500;0.815782;;;;;
Araç 37;0.093023;0.886364;0.609195;1.000000;0.820106;0.846154;0.727749;0.278912;0.456044;0.757848;1.000000;0.740000;0.548000;0.943662;0.936620;1.000000;0.840000;0.840000;0.000000;1.000000;0.057432;0.462963;0.260000;0.000000;0.710019;0.104000;0.000000;0.301605;0.813179;0.607063;0.075472;;0.000000;0.203686;0.925373;0.925373;0.910918;0.000000;0.437751;0.228811;0.883543;0.717260;0.166667;0.166667;0.881526;0.113747;;0.976471;0.437500;0.857343;;;;;
Araç 39;0.558140;0.931818;0.540230;1.000000;0.682540;0.759615;0.476440;0.870748;0.906593;0.650224;0.641256;0.590000;0.436000;0.746479;0.753521;1.000000;0.800000;0.800000;0.000104;1.000000;0.046453;0.407407;0.200000;0.000000;0.720809;0.080000;0.000000;0.302016;0.769701;0.613215;0.047170;;0.000000;0.178672;0.910448;0.910448;0.906564;0.000000;0.457831;0.406445;0.912899;0.800304;0.166667;0.166667;0.923168;0.114674;;0.964706;0.515625;1.000000;;;;;
Araç 25;0.381395;0.863636;0.965517;1.000000;0.920635;0.908654;0.921466;0.857143;0.857143;0.914798;0.923767;0.905000;0.496000;0.859155;0.859155;1.000000;0.840000;0.840000;1.000000;0.134146;0.000000;0.000000;0.000000;1.000000;0.790767;0.000000;0.000000;0.999451;0.804348;0.484779;0.179245;;1.000000;0.152424;0.850746;0.850746;0.945077;0.000000;0.433735;0.437585;0.800070;0.586579;0.000000;0.000000;0.800340;0.191443;;0.905882;0.515625;0.782645;;;;;
Araç 15;0.795349;0.568182;0.873563;1.000000;0.359788;0.596154;0.832461;1.000000;1.000000;0.838565;1.000000;1.000000;0.468000;0.795775;0.795775;1.000000;0.840000;0.840000;0.799460;1.000000;0.872466;0.000000;0.850000;0.888000;0.798985;0.624000;0.750000;0.808394;0.791440;0.949946;0.405660;;1.000000;0.189048;0.880597;0.880597;0.879772;0.000000;0.441767;0.879502;0.980085;0.944540;0.000000;0.000000;0.977827;0.233836;;0.929412;0.468750;0.815782;;;;;
Araç 44;0.986047;0.136364;0.770115;1.000000;1.000000;1.000000;1.000000;0.986395;0.978022;1.000000;0.991031;1.000000;0.196000;0.330986;0.478873;1.000000;0.680000;0.680000;0.000000;1.000000;0.081926;0.000000;0.370000;0.000000;0.637773;0.152000;0.000000;0.302565;0.834918;0.165096;0.018868;;;0.014620;0.895522;0.895522;0.113530;0.000000;1.000000;0.109938;0.613609;0.249571;1.000000;1.000000;0.635041;1.000000;;0.188235;0.203125;0.109520;;;;;
Araç 34;0.320930;0.954545;0.540230;1.000000;0.761905;0.774038;0.727749;0.659864;0.763736;0.641256;0.816143;0.710000;0.464000;0.823944;0.823944;1.000000;0.840000;0.840000;0.000416;1.000000;0.091216;0.453704;0.430000;0.000000;0.750965;0.176000;0.000000;0.301193;0.795516;0.762930;0.066038;;0.000000;0.200076;0.925373;0.925373;0.939719;0.000000;0.558233;0.333604;0.797037;0.625131;0.166667;0.166667;0.816725;0.256358;;0.964706;0.468750;0.864364;;;;;
Araç 36;0.404651;0.909091;0.505747;1.000000;0.846561;0.774038;0.921466;0.557823;0.598901;0.358744;0.524664;0.830000;0.388000;0.690141;0.683099;1.000000;0.880000;0.880000;0.000052;1.000000;0.056588;0.000000;0.260000;0.000000;0.691511;0.104000;0.000000;0.300919;0.791440;0.596808;0.037736;;0.000000;0.176060;0.940299;0.940299;0.904555;0.000000;0.449799;0.411589;0.883726;0.812969;0.000000;0.166667;0.904037;0.116333;;0.952941;0.500000;0.867172;;;;;
Araç 47;0.497674;0.954545;0.850575;1.000000;0.666667;1.000000;0.376963;0.503401;0.560440;0.600897;0.484305;1.000000;0.468000;0.795775;0.795775;1.000000;0.800000;0.800000;0.953957;1.000000;0.000000;0.000000;0.000000;0.000000;0.756681;0.000000;0.000000;0.965437;0.754076;0.460617;0.141509;;1.000000;0.179942;0.947761;0.947761;0.959143;1.000000;0.465863;0.523423;0.977784;0.999894;0.000000;0.000000;0.999272;0.184630;;0.988235;0.484375;0.857343;;;;;
Araç 33;0.795349;0.795455;0.563218;1.000000;0.497354;0.437500;0.183246;0.278912;0.346154;0.650224;0.484305;0.265000;0.424000;0.718310;0.725352;1.000000;0.840000;0.840000;0.001039;1.000000;0.057432;0.425926;0.260000;0.000000;0.705945;0.104000;0.000000;0.302839;0.764946;0.527078;0.047170;;0.000000;0.178672;0.835821;0.835821;0.879772;0.000000;1.000000;0.426212;0.759256;0.563616;0.166667;0.166667;0.783828;0.173979;;0.905882;0.468750;0.838248;;;;;
Araç 19;0.558140;0.659091;0.850575;1.000000;0.820106;0.826923;0.659686;0.721088;0.714286;0.730942;0.730942;0.705000;0.472000;0.802817;0.802817;1.000000;0.800000;0.800000;0.434755;1.000000;0.000000;0.064815;0.000000;0.000000;0.693797;0.000000;0.000000;0.551090;0.791440;0.342050;0.047170;;0.800000;0.159227;0.940299;0.940299;0.935700;1.000000;0.497992;0.467100;0.808320;0.622451;0.000000;0.000000;0.827297;0.114528;;0.905882;0.421875;0.779837;;;;;
Araç 12;0.241860;0.954545;0.873563;1.000000;0.634921;0.658654;0.534031;0.619048;0.714286;0.542601;0.591928;0.600000;0.464000;0.816901;0.802817;1.000000;0.880000;0.880000;0.864730;1.000000;0.973818;0.000000;0.990000;1.000000;0.944190;0.696000;0.846154;0.870662;0.750000;0.676793;0.830189;;1.000000;0.139545;0.843284;0.843284;0.837910;0.000000;0.493976;0.344977;0.830258;0.813018;0.000000;0.000000;0.844402;0.246634;;0.917647;0.500000;0.815782;;;;;
Araç 8;0.851163;0.886364;0.505747;1.000000;0.359788;0.456731;0.921466;0.217687;0.368132;0.896861;0.896861;0.925000;0.456000;0.788732;0.788732;1.000000;0.800000;0.800000;0.001039;1.000000;0.039696;0.425926;0.190000;0.000000;0.721952;0.080000;0.000000;0.299959;0.784647;0.505736;0.037736;;0.000000;0.168387;0.947761;0.947761;0.942063;1.000000;0.895582;0.448957;0.945348;0.887167;0.166667;0.166667;0.956061;0.065939;;0.964706;0.531250;0.873350;;;;;
Araç 22;0.600000;0.750000;0.816092;1.000000;0.772487;0.774038;0.581152;0.530612;0.620879;0.641256;0.515695;0.580000;0.464000;0.795775;0.795775;1.000000;0.760000;0.760000;0.099984;1.000000;0.201858;0.000000;0.290000;0.476000;0.697728;0.248000;0.307692;0.541764;0.826087;0.511440;0.103774;;0.000000;0.162056;0.783582;0.783582;0.862693;0.000000;0.497992;0.426212;0.927762;0.826803;0.000000;0.000000;0.921258;0.209298;;0.858824;0.484375;0.914631;;;;;
Araç 18;0.558140;0.795455;0.816092;1.000000;0.968254;0.908654;0.502618;0.428571;0.538462;0.883408;0.874439;0.580000;0.468000;0.795775;0.795775;1.000000;0.760000;0.760000;0.497739;1.000000;0.804054;0.000000;0.990000;0.996000;0.922967;0.792000;1.000000;0.593609;0.769701;0.779337;0.698113;;0.800000;0.178545;0.850746;0.850746;0.952780;0.000000;0.967871;0.295424;0.000267;0.663148;0.000000;0.000000;0.034306;0.128334;;0.976471;0.468750;0.805953;;;;;
Araç 53;0.218605;0.840909;0.597701;1.000000;0.507937;0.533654;0.434555;0.353741;0.478022;0.434978;0.461883;0.405000;0.972000;0.732394;0.725352;1.000000;0.840000;0.840000;0.001507;1.000000;0.102196;0.000000;0.480000;0.000000;0.721023;0.200000;0.000000;0.298999;0.519701;0.458758;0.075472;;0.000000;0.129333;0.955224;0.955224;0.967850;1.000000;0.493976;0.222583;0.941931;0.847813;0.000000;0.166667;0.933498;0.184305;;0.905882;0.468750;0.787981;;;;;
Araç 45;0.451163;0.977273;0.850575;1.000000;0.735450;0.697115;0.287958;0.986395;0.956044;0.896861;0.874439;0.450000;0.000000;0.760563;0.753521;0.000000;0.880000;0.880000;0.543730;1.000000;0.000000;0.000000;0.000000;0.000000;0.884951;0.000000;0.000000;0.634892;0.784647;0.617317;0.150943;;0.800000;0.168858;0.940299;0.940299;0.969859;1.000000;0.429719;0.387219;0.558818;0.172880;0.000000;0.000000;0.582389;0.114707;;0.917647;0.484375;0.789947;;;;;
Araç 49;0.320930;0.977273;0.862069;1.000000;0.555556;0.586538;0.408377;0.544218;0.500000;0.484305;0.484305;0.405000;0.452000;0.767606;0.767606;1.000000;0.920000;0.920000;0.883802;1.000000;0.674831;0.000000;0.710000;1.000000;0.955624;0.480000;0.576923;0.892333;0.815217;0.641928;0.622642;;1.000000;0.154801;0.880597;0.880597;0.945077;1.000000;0.453815;0.351747;0.480749;0.000489;0.000000;0.000000;0.506823;0.108153;;0.917647;0.531250;0.969671;;;;;
Araç 66;;;0.022989;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;0.000000;0.000000;0.000000;;0.037493;0.000000;;;1.000000;;;;1.000000;;;;0.798311;1.000000;1.000000;;1.000000;;;;;;;;;
Araç 32;0.846512;0.704545;0.781609;1.000000;0.576720;0.634615;0.445026;0.455782;0.631868;0.591928;0.533632;0.480000;0.000000;0.781690;0.767606;0.000000;0.840000;0.840000;0.690901;1.000000;0.578547;0.000000;0.660000;0.792000;0.941475;0.520000;0.625000;0.687971;0.802310;0.781388;0.830189;;1.000000;0.181502;0.858209;0.858209;0.953784;0.000000;0.457831;0.355267;0.923147;0.516590;0.000000;0.000000;0.932324;0.254878;;0.941176;0.468750;0.799775;;;;;
Araç 35;0.669767;0.909091;0.804598;1.000000;0.439153;0.394231;0.821990;0.530612;0.681319;0.390135;0.632287;1.000000;0.456000;0.781690;0.781690;1.000000;0.840000;0.840000;0.917684;1.000000;0.000000;0.018519;0.000000;0.000000;0.860083;0.000000;0.000000;0.918393;0.802310;0.691149;0.226415;;1.000000;0.183315;0.970149;0.970149;0.948426;1.000000;0.489960;0.360412;0.589181;0.190992;0.000000;0.000000;0.614007;0.197606;;0.964706;0.500000;0.860713;;;;;
Araç 56;0.781395;0.909091;0.850575;1.000000;0.793651;0.759615;0.649215;0.659864;0.692308;0.690583;0.632287;0.610000;0.436000;0.746479;0.746479;1.000000;0.880000;0.880000;0.972302;1.000000;0.000000;0.000000;0.000000;0.000000;0.748464;0.000000;0.000000;0.982033;0.802310;0.421457;0.132075;;1.000000;0.170473;0.932836;0.932836;0.921634;1.000000;0.465863;0.480910;0.931189;0.806704;0.000000;0.000000;0.926277;0.243089;;0.905882;0.484375;0.793316;;;;;
